Run,Scene,Sampling,HashSize,Accuracy,Completion,CompletionRatio,DepthL1
1,office0,baseline,19,1.5447919424722594,1.5481707361520476,96.20800018310547,0.0008044487913139164
1,office0,bucket,19,3.569853985943368,2.6366995743182295,90.70850014686584,0.0010850893886527047
1,office0,bucketD,19,5.267205582838501,2.9772033847184765,90.86949825286865,0.001605244142410811
1,office1,baseline,19,1.3231912416221565,1.546875537244222,94.57449913024902,0.00034685353966779076
1,office1,bucket,19,1.3190481002723535,1.560049112429238,94.73999738693237,0.0002798465857267729
1,office1,bucketD,19,1.3190471840397664,1.5716190461778374,94.83500123023987,0.0003127354148091399
1,office2,baseline,19,2.854881492892527,2.415171273478244,92.00149774551392,0.0037863821489736438
1,office2,bucket,19,14.251083861457728,10.99531969171814,57.258498668670654,0.03522983461152762
1,office2,bucketD,19,10.28607892271438,14.61468737810709,61.935001611709595,0.006553471030201763
1,office3,baseline,19,3.3153075703808343,2.7296683791248553,91.00450277328491,0.002006979593716096
1,office3,bucket,19,3.108164706536161,2.9968044525854993,88.66099715232849,0.0018134598576580174
1,office3,bucketD,19,3.4501799241050284,2.947410594028617,88.50499987602234,0.002151146145479288
1,office4,baseline,19,2.1638622057681958,2.3415979438997954,91.76449775695801,0.00011394348575777258
1,office4,bucket,19,13.924492474677788,14.609942527282548,45.68699896335602,0.0065790613007266074
1,office4,bucketD,19,14.43639254856178,12.80615917069051,50.44599771499634,0.007262035796884447
1,room0,baseline,19,2.260328040744297,2.004160030048942,94.86849904060364,0.0010651844604581129
1,room0,bucket,19,11.024819932954145,14.419801148150558,50.967997312545776,0.0017142654542112723
1,room0,bucketD,19,2.352145346225393,2.06719833986112,94.58349943161011,0.0009490000593359582
1,room1,baseline,19,2.217548986837697,1.7867808355404722,95.4580008983612,0.00018853837673304952
1,room1,bucket,19,28.457368828736524,20.24114719152836,40.28950035572052,0.01886132959043607
1,room1,bucketD,19,34.732043924889645,22.702094820040745,32.36500024795532,0.00881574087543413
1,room2,baseline,19,1.917139482570264,1.9167794840756887,93.71500015258789,0.004429793989402242
1,room2,bucket,19,2.0292512391175253,1.9838412101323781,93.70399713516235,0.004592631739797071
1,room2,bucketD,19,1.93015648692807,1.9132000273251564,93.56200098991394,0.004659019032260403
2,office0,baseline,19,1.5398540450755982,1.5327376516986009,96.2315022945404,0.000827163785288576
2,office0,bucket,19,2.966239637469017,1.963484701813676,94.26149725914001,0.0011912356058019213
2,office0,bucketD,19,3.93267327277116,2.6683870870677047,91.52600169181824,0.0012221971701364964
2,office1,baseline,19,1.3410299510739674,1.5831829926588294,94.55199837684631,0.0003578983296392835
2,office1,bucket,19,1.332086430995338,1.5871593644955697,94.49049830436707,0.0002920887254731497
2,office1,bucketD,19,1.3633264657952795,1.5152128152043847,94.62199807167053,0.0003212467845514766
2,office2,baseline,19,2.785656492197474,2.424798959461677,91.94549918174744,0.003754925637622364
2,office2,bucket,19,2.966070702037321,2.5337322215437905,91.56299829483032,0.0038983191188890487
2,office2,bucketD,19,3.0323877075536334,2.430969817093038,91.19750261306763,0.003608227416407317
2,office3,baseline,19,3.895271440343737,2.767726833679671,90.91249704360962,0.0021818355889990926
2,office3,bucket,19,3.453970578828145,2.9792555851461806,89.76749777793884,0.0020723700799862854
2,office3,bucketD,19,5.4423602782633065,3.1568772013659654,88.37699890136719,0.0021917829144513234
2,office4,baseline,19,2.184597200764485,2.343976708521458,91.69099926948547,8.888010256669077
2,office4,bucket,19,4.047367628858281,3.5612413413523463,81.55999779701233,0.00045111560211807955
2,office4,bucketD,19,4.6558799553592785,3.2255418065265156,87.42899894714355,8.829084663375397
2,room0,baseline,19,2.231486106492259,1.9964740912714434,94.84900236129761,0.0009620910532248672
2,room0,bucket,19,2.3274111430930198,2.2398725826625667,93.28150153160095,0.0009204974958265666
2,room0,bucketD,19,7.44520140332204,6.453243227049751,72.59100079536438,0.024391125771217048
2,room1,baseline,19,2.286165514519912,1.7700997799526885,95.27000188827515,0.00019866486127284588
