Run,Scene,Sampling,HashSize,Accuracy,Completion,CompletionRatio,DepthL1
1,office0,baseline,19,1.5316910373938397,1.5528042657051153,96.1745023727417,0.0008213219189201482
1,office0,baseline,16,1.5346146891287291,1.5444572345410719,96.16749882698059,0.0008716588126844727
1,office0,cropped,19,1.583192257118984,1.6011808742562486,95.76249718666077,0.0008984864507510792
1,office0,cropped,16,1.5891948048250832,1.5786450210317529,96.10949754714966,0.0009331517503596842
1,office1,baseline,19,1.3180706730622191,1.556287615140769,94.73549723625183,0.00029447467113641324
1,office1,baseline,16,1.373454611531861,1.5083850158549394,94.91999745368958,0.0003656915851024678
1,office1,cropped,19,1.2956985613139993,1.5994493904467004,94.47500109672546,0.0003099007926721242
1,office1,cropped,16,1.3130965420113823,1.5625244587020592,94.56599950790405,0.00030077296742092585
1,office2,baseline,19,2.7986706312645557,2.4098868678462377,92.11450219154358,0.0037744841392850503
1,office2,baseline,16,2.7653690839502847,2.3812800354601955,92.07900166511536,0.0038681337173329666
1,office2,cropped,19,2.742252579481306,2.525379682580195,91.70650243759155,0.004073181844432838
1,office2,cropped,16,2.850200790630516,2.426518012716892,92.04049706459045,0.004312691089580767
1,office3,baseline,19,4.5798904174161095,2.7852231917060073,90.79800248146057,0.002159762334486004
1,office3,baseline,16,3.324275327125564,2.610635894214466,91.40849709510803,0.0020997673345846124
1,office3,cropped,19,3.003082293108231,2.810659953192052,90.30500054359436,0.0023056472855387256
1,office3,cropped,16,3.3878819746862723,2.7096065892773735,90.68899750709534,0.002322749060112983
1,office4,baseline,19,2.1879309434321814,2.3806824051810507,91.60850048065186,0.00011836001476694946
1,office4,baseline,16,2.196046403607209,2.2980226515593434,91.92699790000916,0.000122756352993747
1,office4,cropped,19,2.2148308533027192,2.3681927894433787,91.40599966049194,0.00013332725075088092
1,office4,cropped,16,2.2529050709813663,2.302238909073163,91.73399806022644,6.035961632733233
1,room0,baseline,19,2.3003278712034585,1.9708345492249189,95.169997215271,0.0010964604371110909
1,room0,baseline,16,2.3003041629822474,1.9534685171570314,95.21949887275696,0.0009890118235489354
