Scene,Setup,HashSize,Accuracy,Completion,CompletionRatio,DepthL1
office0,A,16,1.5439906686562654,1.5485863158926885,96.19150161743164,0.0008390607035835274
office0,B,16,1.5349342995597755,1.5329690756122294,96.28400206565857,0.000811846894066548
office0,C,16,1.53592483094466,1.5356056557119644,96.26299738883972,0.0008315244485856965
office0,D,16,1.6493426840453973,1.5465417172092761,96.11499905586243,0.0008852756764099468
office1,A,16,1.3617411439161262,1.549833935807046,94.82349753379822,0.0003566594159565284
office1,B,16,1.3653523385800925,1.452239145896889,95.5365002155304,0.0003170978743582964
office1,C,16,1.390747105707878,1.5771458496169022,94.5389986038208,0.00040985119085235056
office1,D,16,1.36740401916006,1.45916233408553,95.49750089645386,0.0002768892954918556
office2,A,16,2.8259496701926166,2.3565581805752993,92.21600294113159,0.003954525527660735
office2,B,16,3.0069367981351682,2.2526185227708764,93.09750199317932,0.003796130113187246
office2,C,16,2.8372834631079913,2.399333809870904,92.0324981212616,0.0038270783988991752
office2,D,16,3.0800734528025155,2.239541710329365,92.92299747467041,0.003708263102453202
office3,A,16,3.11537212720621,2.7186716065379994,90.77550172805786,0.002319635677849874
office3,B,16,2.776981615042269,2.6207035319888354,91.31150245666504,0.0021472837033797987
office3,C,16,3.3144987260826526,2.6615704283820043,91.04800224304199,0.0020819328710786067
office3,D,16,3.3179883717573895,2.5796291035801584,91.71850085258484,0.002148505700461101
office4,A,16,2.1603170274364496,2.246438409227844,92.3704981803894,5.223977268542512
office4,B,16,2.144846068223382,2.2658066653524767,92.02550053596497,9.798834526009159
office4,C,16,2.2081223899997173,2.294581715797659,92.01350212097168,9.429714964426239
office4,D,16,2.2676354686165787,2.216058668100216,92.57299900054932,9.907746516546467
room0,A,16,2.32109687637268,1.9764854005226329,95.18499970436096,0.0010542558811721392
room0,B,16,2.325989978863903,1.9888145556126922,95.06549835205078,0.001091768172045704
room0,C,16,2.2691293418007534,1.9609741212476068,95.17599940299988,0.000985262704489287
room0,D,16,2.3732458509770087,1.971640282919078,95.10949850082397,0.0010148759429284837
room1,A,16,2.299710277336427,1.7543916110427227,95.56999802589417,0.0002053010575764347
room1,B,16,2.7280122444921266,1.7183143856562493,95.75799703598022,0.00016397327726735966
room1,C,16,2.478015364294684,1.760029500624509,95.38900256156921,0.00018987361727340613
room1,D,16,2.926772304755819,1.736396982148946,95.68099975585938,0.00017661069477981073
room2,A,16,1.93174591971124,1.861630198910762,93.95400285720825,0.004489753337111324
room2,B,16,2.0421588532431247,1.889616660029826,93.93349885940552,0.004461597200133838
room2,C,16,2.00160426147285,1.9339896736013236,93.58999729156494,0.004420924960868433
room2,D,16,1.899612516844514,1.8315462540497225,94.32500004768372,0.004415223156684078
