Scene,Setup,HashSize,Accuracy,Completion,CompletionRatio,DepthL1
office0,A,16,1.5582495298491565,1.5407160883194355,96.2660014629364,0.000797496522864094
office0,B,16,1.560643056362297,1.5258496446584442,96.31850123405457,0.0007798677870596293
office0,C,16,1.549251300346204,1.5259855715574917,96.29899859428406,0.0008065976544457953
office0,D,16,1.5946020117405189,1.5517919964599503,96.24249935150146,0.0008154977876984049
office1,A,16,1.3645249248217985,1.5704082565445598,94.74049806594849,0.0003590773530959268
office1,B,16,1.3435812222775694,1.4510408854930137,95.34350037574768,0.00030300273010652745
office1,C,16,1.3390664469867322,1.5247296611141932,94.81350183486938,0.0003207861709597637
office1,D,16,1.3627187447126974,1.447785856779619,95.39600014686584,0.00030403964501601877
office2,A,16,2.799661318915467,2.3877305050406314,92.18649864196777,0.003944234049413353
office2,B,16,2.9488847460667356,2.2357017798534047,93.12450289726257,0.0038532190956175327
office2,C,16,2.8249493111630284,2.3454582251511336,92.41849780082703,0.0038373880670405924
office2,D,16,2.914971195654304,2.295642213863988,92.60849952697754,0.003889532672474161
office3,A,16,3.1301325710157437,2.6688933904817738,91.15949869155884,0.002045703149633482
office3,B,16,3.222425148985704,2.6221058428634607,91.40200018882751,0.002135407157766167
office3,C,16,3.9263883908844286,2.6799298051527627,91.0764992237091,0.002210083584941458
office3,D,16,3.7143485064650683,2.5804627454532683,91.52299761772156,0.0022065867597120814
office4,A,16,2.202917177165948,2.2447374846091774,92.29649901390076,8.495751444570487
office4,B,16,2.168734352809694,2.231531581508259,92.45100021362305,5.7609599934949074
office4,C,16,2.1894867273308085,2.3049817287810512,92.00350046157837,0.00012595083944688668
office4,D,16,2.266465915850685,2.2352745856185856,92.18699932098389,9.926260418069432
room0,A,16,2.2679079399556326,1.9778401336732052,95.1669991016388,0.0010117876627191436
room0,B,16,2.34035412181256,1.9775477154515613,94.93799805641174,0.0009903227692120709
room0,C,16,2.249554438703741,2.000896055034867,94.88049745559692,0.0010685624147299677
room0,D,16,2.3508356203365475,1.9842827658813944,94.94100213050842,0.0010988168469339143
room1,A,16,2.9375273039372067,1.7456118999907986,95.66900134086609,0.00017499822888566996
room1,B,16,2.4647588787940102,1.7447261091842925,95.7165002822876,0.00020630559447454289
room1,C,16,2.916411718107756,1.7228082611527702,95.54849863052368,0.00018309574443264864
room1,D,16,2.8357023673615944,1.7276105748804769,95.88149785995483,0.00021426023977255682
room2,A,16,1.922767354082661,1.8669191559120109,94.12400126457214,0.004644225191441365
room2,B,16,1.96352440134365,1.8487373121534176,94.15299892425537,0.004539457222563215
room2,C,16,1.9496211798414198,1.89802992927726,93.71600151062012,0.004506201366893947
room2,D,16,1.931198519497033,1.890388322775538,93.75900030136108,0.004656362943933345
